ID,Name,Description,Area,Contribution_ID,Feature_Description
GB318,Is plural number regularly marked in the noun phrase by a phonologically free element?,,Morphology,GB,
GB319,Is trial number regularly marked in the noun phrase by a phonologically free element?,,Morphology,GB,
GB320,Is paucal number regularly marked in the noun phrase by a phonologically free element?,,Morphology,GB,
GB321,Is there a large class of nouns whose noun class/gender is not phonologically or semantically predictable?,,Morphology,GB,
GB322,Is there grammatical marking of direct evidence (perceived with the senses)?,,Morphology,GB,
GB323,"Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?",,Morphology,GB,
GB324,"Is there an interrogative verb for content interrogatives (who?, what?, etc.)?",,Morphology,GB,
GB325,Is there a count/mass distinction in interrogative quantifiers?,,Syntax,GB,
GB326,Do (nominal) content interrogatives normally or frequently occur in situ?,,Syntax,GB,
GB327,Can the relative clause follow the noun?,,Syntax,GB,
GB328,Can the relative clause precede the noun?,,Syntax,GB,
GB329,Are there internally-headed relative clauses?,,Syntax,GB,
GB330,Are there correlative relative clauses?,,Syntax,GB,
GB331,Are there non-adjacent relative clauses?,,Syntax,GB,
GB333,Is there a decimal numeral system?,,Lexicon,GB,
GB334,Is there synchronic evidence for any element of a quinary numeral system?,,Lexicon,GB,
GB335,Is there synchronic evidence for any element of a vigesimal numeral system?,,Lexicon,GB,
GB336,Is there a body-part tallying system?,,Lexicon,GB,
GB400,"Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?",,Morphology,GB,
GB401,Is there a class of patient-labile verbs?,,Morphology,GB,
GB402,Does the verb for ‘see’ have suppletive verb forms?,,Lexicon,GB,
GB403,Does the verb for ‘come’ have suppletive verb forms?,,Lexicon,GB,
GB408,Is there any accusative alignment of flagging?,,Syntax,GB,
GB409,Is there any ergative alignment of flagging?,,Syntax,GB,
GB410,Is there any neutral alignment of flagging?,,Syntax,GB,
GB415,Is there a politeness distinction in second person forms?,,Lexicon,GB,
GB421,Is there a preposed complementizer for complements of verbs of thinking and/or knowing?,,Syntax,GB,
GB422,Is there a postposed complementizer for complements of verbs of thinking and/or knowing?,,Syntax,GB,
GB430,Can adnominal possession be marked by a prefix on the possessor?,,Morphology,GB,
GB431,Can adnominal possession be marked by a prefix on the possessed noun?,,Morphology,GB,
GB432,Can adnominal possession be marked by a suffix on the possessor?,,Morphology,GB,
GB433,Can adnominal possession be marked by a suffix on the possessed noun?,,Morphology,GB,
GB519,Can mood be marked by a non-inflecting word ('auxiliary particle')?,,Syntax,GB,
GB520,Can aspect be marked by a non-inflecting word (‘auxiliary particle’)?,,Syntax,GB,
GB521,Can tense be marked by a non-inflecting word (‘auxiliary particle’)?,,Syntax,GB,
GB522,Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferable from context ('pro-drop')?,,Syntax,GB,
